name,colonia
Calle Manuel Doblado N.,"Monterrey, Nuevo León, Mexico"
Calle Minas Viejas,"Monterrey, Nuevo León, Mexico"
3a Vidriera,"Monterrey, Nuevo León, Mexico"
2da Vidriera,"Monterrey, Nuevo León, Mexico"
Calle Mina Santa Bárbara,"Monterrey, Nuevo León, Mexico"
Calle Mina Santa Eulalia,"Monterrey, Nuevo León, Mexico"
Calle Mina Rosita,"Monterrey, Nuevo León, Mexico"
Calle Mina Charcas,"Monterrey, Nuevo León, Mexico"
Calle Mina La Prieta,"Monterrey, Nuevo León, Mexico"
Planta Monterrey,"Monterrey, Nuevo León, Mexico"
Calle Mina Parral,"Monterrey, Nuevo León, Mexico"
Calle Mina Iguanas,"Monterrey, Nuevo León, Mexico"
Privada Mina Santa Eulalia,"Monterrey, Nuevo León, Mexico"
Calle Planta Monterrey,"Monterrey, Nuevo León, Mexico"
"['Calle Planta Monterrey', 'Avenida Céntrika Principal']","Monterrey, Nuevo León, Mexico"
Privada Mina Charcas,"Monterrey, Nuevo León, Mexico"
Cerrada Herreros,"Monterrey, Nuevo León, Mexico"
Avenida Puerta de Hierro,"Monterrey, Nuevo León, Mexico"
Privada Pirineos Oriente,"Monterrey, Nuevo León, Mexico"
Calle Rocallosas,"Monterrey, Nuevo León, Mexico"
Calle Paseo Dijon,"Monterrey, Nuevo León, Mexico"
Avenida Cumbres Madeira,"Monterrey, Nuevo León, Mexico"
Calle Paseo Milán,"Monterrey, Nuevo León, Mexico"
"['Calle Paseo Milán', 'Calle Paseo Grecia', 'Calle Paseo Glasgow']","Monterrey, Nuevo León, Mexico"
"['Calle Paseo Ginebra', 'Calle Paseo Dijon', 'Calle Paseo Florencia']","Monterrey, Nuevo León, Mexico"
Calle Gilboa,"Monterrey, Nuevo León, Mexico"
Avenida Prolongación Adolfo Ruíz Cortines,"Monterrey, Nuevo León, Mexico"
Avenida Paseo de Cumbres,"Monterrey, Nuevo León, Mexico"
Calle Cumbre Italiana,"Monterrey, Nuevo León, Mexico"
Calle Río Amacuzac,"Monterrey, Nuevo León, Mexico"
"['Calle Paseo Londres', 'Calle Paseo Dijon', 'Calle Paseo Florencia']","Monterrey, Nuevo León, Mexico"
Calle Río Hudson,"Monterrey, Nuevo León, Mexico"
Calle Río Escondido,"Monterrey, Nuevo León, Mexico"
"['Calle Paseo Burdeos', 'Calle Paseo Berlín', 'Calle Paseo Atenas']","Monterrey, Nuevo León, Mexico"
Paseo Mónaco,"Monterrey, Nuevo León, Mexico"
Paseo Niza,"Monterrey, Nuevo León, Mexico"
"['Paseo Niza', 'Paseo Turín', 'Paseo Ibiza']","Monterrey, Nuevo León, Mexico"
Privada Río Escondido,"Monterrey, Nuevo León, Mexico"
Calle Río Potomac,"Monterrey, Nuevo León, Mexico"
Calle Río Tonalá,"Monterrey, Nuevo León, Mexico"
"['Privada Andrés Norte', 'Privada Andrés Sur', 'Calle Andes Poniente']","Monterrey, Nuevo León, Mexico"
"['Paseo Grecia', 'Paseo Roma']","Monterrey, Nuevo León, Mexico"
Privada Gilboa Poniente,"Monterrey, Nuevo León, Mexico"
Calle Río Akumal,"Monterrey, Nuevo León, Mexico"
Paseo Valencia,"Monterrey, Nuevo León, Mexico"
Calle Río Madeira,"Monterrey, Nuevo León, Mexico"
Privada Baviera Poniente,"Monterrey, Nuevo León, Mexico"
Paseo Zúrich,"Monterrey, Nuevo León, Mexico"
"['Calle Paseo Montecarlo', 'Calle Paseo Viena', 'Paseo Zúrich']","Monterrey, Nuevo León, Mexico"
"['Paseo Bruselas', 'Paseo Niza', 'Paseo Praga']","Monterrey, Nuevo León, Mexico"
"['Paseo De Windsor', 'Paseo Praga', 'Paseo Bilbao']","Monterrey, Nuevo León, Mexico"
Privada Rocallosas Poniente,"Monterrey, Nuevo León, Mexico"
Privada Pirineos Poniente,"Monterrey, Nuevo León, Mexico"
Privada Baviera Oriente,"Monterrey, Nuevo León, Mexico"
Calle Río Guadalquivir,"Monterrey, Nuevo León, Mexico"
Calle Río Yukón,"Monterrey, Nuevo León, Mexico"
Rio Missouri,"Monterrey, Nuevo León, Mexico"
"['Calle Paseo Berlín', 'Calle Paseo Madrid', 'Calle Paseo Atenas']","Monterrey, Nuevo León, Mexico"
Cerrada de Burgos,"Monterrey, Nuevo León, Mexico"
Cerrada Girona,"Monterrey, Nuevo León, Mexico"
Cerrada De Cádiz,"Monterrey, Nuevo León, Mexico"
Cerrada Figueras,"Monterrey, Nuevo León, Mexico"
Cerrada de Aranjuez,"Monterrey, Nuevo León, Mexico"
Cerrada Escalante,"Monterrey, Nuevo León, Mexico"
Paseo Oslo,"Monterrey, Nuevo León, Mexico"
"['Paseo Valencia', 'Calle Paseo Mallorca', 'Calle Paseo Viena']","Monterrey, Nuevo León, Mexico"
"['Paseo De Windsor', 'Paseo Zúrich', 'Paseo Barcelona']","Monterrey, Nuevo León, Mexico"
"['Paeo Múnich', 'Paseo Lisboa', 'Paseo Canés']","Monterrey, Nuevo León, Mexico"
Río Tamaz,"Monterrey, Nuevo León, Mexico"
Calle Río Orinoco,"Monterrey, Nuevo León, Mexico"
Cerrada Izurza,"Monterrey, Nuevo León, Mexico"
Calle Juan Zuazua,"Monterrey, Nuevo León, Mexico"
Servicio Postal,"Monterrey, Nuevo León, Mexico"
Calle Mariano Arista,"Monterrey, Nuevo León, Mexico"
2a. de Magnolia,"Monterrey, Nuevo León, Mexico"
Camino A Santo Domingo,"Monterrey, Nuevo León, Mexico"
Calle Martín Carrera,"Monterrey, Nuevo León, Mexico"
Linares,"Monterrey, Nuevo León, Mexico"
Calle Rayones,"Monterrey, Nuevo León, Mexico"
Iturbide,"Monterrey, Nuevo León, Mexico"
Calle Santiago,"Monterrey, Nuevo León, Mexico"
Calle Apodaca,"Monterrey, Nuevo León, Mexico"
Avenida Almazán,"Monterrey, Nuevo León, Mexico"
Calle Linares,"Monterrey, Nuevo León, Mexico"
Garza García,"Monterrey, Nuevo León, Mexico"
Calle Santa Catarina,"Monterrey, Nuevo León, Mexico"
Treviño,"Monterrey, Nuevo León, Mexico"
Calle Lampazos,"Monterrey, Nuevo León, Mexico"
Monterrey,"Monterrey, Nuevo León, Mexico"
Calle Monterrey,"Monterrey, Nuevo León, Mexico"
Benito Juárez,"Monterrey, Nuevo León, Mexico"
Cadereyta,"Monterrey, Nuevo León, Mexico"
Calle Mina,"Monterrey, Nuevo León, Mexico"
Obrero Mundial,"Monterrey, Nuevo León, Mexico"
Professor Lázaro Garza Ayala,"Monterrey, Nuevo León, Mexico"
Revolución Proletaria,"Monterrey, Nuevo León, Mexico"
Ignacio Zaragoza,"Monterrey, Nuevo León, Mexico"
2 de Octubre,"Monterrey, Nuevo León, Mexico"
Calle Villaldama,"Monterrey, Nuevo León, Mexico"
Avenida San Martín,"Monterrey, Nuevo León, Mexico"
Calle Las Planicies,"Monterrey, Nuevo León, Mexico"
Prolongación Azteca,"Monterrey, Nuevo León, Mexico"
Calle 2,"Monterrey, Nuevo León, Mexico"
Calle Las Flores,"Monterrey, Nuevo León, Mexico"
Calle Tolteca,"Monterrey, Nuevo León, Mexico"
Calle Mixteca,"Monterrey, Nuevo León, Mexico"
Calle Olmeca,"Monterrey, Nuevo León, Mexico"
Gallo,"Monterrey, Nuevo León, Mexico"
"['Andador Rascón', 'Gallo']","Monterrey, Nuevo León, Mexico"
Andador 38,"Monterrey, Nuevo León, Mexico"
Avenida Manuel Jesús Clouthier,"Monterrey, Nuevo León, Mexico"
Prolongación Seguridad Social,"Monterrey, Nuevo León, Mexico"
Privada Río Álamos,"Monterrey, Nuevo León, Mexico"
Calle Río Álamos,"Monterrey, Nuevo León, Mexico"
"['Calle Río Balsas', 'Calle Río Nazas']","Monterrey, Nuevo León, Mexico"
Calle Río Rhin,"Monterrey, Nuevo León, Mexico"
Privada Río Rihn,"Monterrey, Nuevo León, Mexico"
Avenida Paseo de los Triunfadores,"Monterrey, Nuevo León, Mexico"
Calle Río Éufrates,"Monterrey, Nuevo León, Mexico"
Privada Río Bravo,"Monterrey, Nuevo León, Mexico"
Calle Río Missouri,"Monterrey, Nuevo León, Mexico"
"['Calle Río Caura', 'Calle Río Suchiate']","Monterrey, Nuevo León, Mexico"
Calle Río Suchiate,"Monterrey, Nuevo León, Mexico"
Privada Río Suchiate,"Monterrey, Nuevo León, Mexico"
Privada Río Balsas,"Monterrey, Nuevo León, Mexico"
Privada Río Nilo,"Monterrey, Nuevo León, Mexico"
Privada Río Rhin,"Monterrey, Nuevo León, Mexico"
Privada Gilboa Oriente,"Monterrey, Nuevo León, Mexico"
Calle Cumbres De La Sierra,"Monterrey, Nuevo León, Mexico"
Calle Cumbres América,"Monterrey, Nuevo León, Mexico"
Privada Río Amazonas,"Monterrey, Nuevo León, Mexico"
Calle Cumbres De Orizaba,"Monterrey, Nuevo León, Mexico"
Calle Cumbres Del Everest,"Monterrey, Nuevo León, Mexico"
"['Calle Cumbres De La Sierra', 'Calle Cumbres De Orizaba']","Monterrey, Nuevo León, Mexico"
Calle Cumbres De Tíbet,"Monterrey, Nuevo León, Mexico"
Calle Cumbres Nevada,"Monterrey, Nuevo León, Mexico"
Privada Rocallosas Oriente,"Monterrey, Nuevo León, Mexico"
Calle Cumbres Del Kilimanjaro,"Monterrey, Nuevo León, Mexico"
"['Calle Cumbres De La Sierra', 'Calle Cumbres América']","Monterrey, Nuevo León, Mexico"
Calle Cumbres Del Oriente,"Monterrey, Nuevo León, Mexico"
Calle Ignacio Allende,"Monterrey, Nuevo León, Mexico"
Calle Guillermo Prieto,"Monterrey, Nuevo León, Mexico"
Calle General Francisco Naranjo,"Monterrey, Nuevo León, Mexico"
Nicolás Martínez,"Monterrey, Nuevo León, Mexico"
Hidalgo,"Monterrey, Nuevo León, Mexico"
Calle San José,"Monterrey, Nuevo León, Mexico"
Constitución,"Monterrey, Nuevo León, Mexico"
Avenida San Pío X,"Monterrey, Nuevo León, Mexico"
Calle Modesto Arreola,"Monterrey, Nuevo León, Mexico"
Calle General Manuel González,"Monterrey, Nuevo León, Mexico"
José Timoteo Rosales,"Monterrey, Nuevo León, Mexico"
Calle Eulalio Gutiérrez,"Monterrey, Nuevo León, Mexico"
Calle Sebastián Lerdo De Tejada,"Monterrey, Nuevo León, Mexico"
Calle Luis Moreno,"Monterrey, Nuevo León, Mexico"
Narciso Mendoza,"Monterrey, Nuevo León, Mexico"
Calle Corregidora,"Monterrey, Nuevo León, Mexico"
Calle Sor Juana Inés De La Cruz,"Monterrey, Nuevo León, Mexico"
Calle Leona Vicario,"Monterrey, Nuevo León, Mexico"
Calle Vicente Riva Palacio,"Monterrey, Nuevo León, Mexico"
Felipe B. Berriozábal,"Monterrey, Nuevo León, Mexico"
Calle Felipe Guerra Castro,"Monterrey, Nuevo León, Mexico"
Calle Vigésima Avenida,"Monterrey, Nuevo León, Mexico"
Avenida Paseo De Los Insurgentes,"Monterrey, Nuevo León, Mexico"
Calle Segunda Avenida,"Monterrey, Nuevo León, Mexico"
Avenida 6a,"Monterrey, Nuevo León, Mexico"
Calle Décima Octava Avenida,"Monterrey, Nuevo León, Mexico"
Calle Octava Avenida,"Monterrey, Nuevo León, Mexico"
Boulevard Raul Rangel Frias,"Monterrey, Nuevo León, Mexico"
Avenida 5a,"Monterrey, Nuevo León, Mexico"
Falcón,"Monterrey, Nuevo León, Mexico"
Lateral Rangel Frías,"Monterrey, Nuevo León, Mexico"
"['Boulevard Rogelio Cantú Gómez', 'Boulevard Raul Rangel Frias']","Monterrey, Nuevo León, Mexico"
"['Lateral Rangel Frías', 'Lateral Paseo de los Leones']","Monterrey, Nuevo León, Mexico"
Calle Bruselas,"Monterrey, Nuevo León, Mexico"
Calle Lisboa,"Monterrey, Nuevo León, Mexico"
Paseo de Las Ninfas,"Monterrey, Nuevo León, Mexico"
Paseo de Los Crisantemos,"Monterrey, Nuevo León, Mexico"
Calle Lomas de Monte Cristo,"Monterrey, Nuevo León, Mexico"
Calle Topilco,"Monterrey, Nuevo León, Mexico"
Calle Tampico,"Monterrey, Nuevo León, Mexico"
"['Boulevard Puerta del Sol', 'Avenida Puerta del Sol']","Monterrey, Nuevo León, Mexico"
Calle Moliere,"Monterrey, Nuevo León, Mexico"
Sebastián Bach,"Monterrey, Nuevo León, Mexico"
Manuel M. Ponce,"Monterrey, Nuevo León, Mexico"
Privada Franz Liszt,"Monterrey, Nuevo León, Mexico"
Felipe Villanueva,"Monterrey, Nuevo León, Mexico"
"['Benito Juárez', 'Calle Naranjo']","Monterrey, Nuevo León, Mexico"
Calle Terán,"Monterrey, Nuevo León, Mexico"
"['Terán', 'Calle Terán']","Monterrey, Nuevo León, Mexico"
Bernabé González,"Monterrey, Nuevo León, Mexico"
"['Calle Rayones', 'Bernabé González']","Monterrey, Nuevo León, Mexico"
"['Calle Rayones', 'Calle Carmen']","Monterrey, Nuevo León, Mexico"
Mier y Noriega,"Monterrey, Nuevo León, Mexico"
"['Mier y Noriega', 'Calle Abasolo']","Monterrey, Nuevo León, Mexico"
Calle Jardín Del Parque,"Monterrey, Nuevo León, Mexico"
Jardín de las Lomas,"Monterrey, Nuevo León, Mexico"
Calle Misterios,"Monterrey, Nuevo León, Mexico"
Calle Jardín De Avándaro,"Monterrey, Nuevo León, Mexico"
Las Selvas,"Monterrey, Nuevo León, Mexico"
Mario A. Zapata O.,"Monterrey, Nuevo León, Mexico"
Amanda,"Monterrey, Nuevo León, Mexico"
Privada Juan M. Zapata O.,"Monterrey, Nuevo León, Mexico"
Amanda Sosa González,"Monterrey, Nuevo León, Mexico"
Privada Eleuterio Zapata,"Monterrey, Nuevo León, Mexico"
"['Calle Jardín Del Parque', 'Mario A. Zapata']","Monterrey, Nuevo León, Mexico"
Calle Presa del Azúcar,"Monterrey, Nuevo León, Mexico"
Presa Falcón,"Monterrey, Nuevo León, Mexico"
Los Llanos,"Monterrey, Nuevo León, Mexico"
Presa de la Amistad,"Monterrey, Nuevo León, Mexico"
Presa de la Boca,"Monterrey, Nuevo León, Mexico"
Ingeniero Ángel Belares,"Monterrey, Nuevo León, Mexico"
José Martínez Campos,"Monterrey, Nuevo León, Mexico"
León García,"Monterrey, Nuevo León, Mexico"
David S. Alonso,"Monterrey, Nuevo León, Mexico"
Jacinto García Vara,"Monterrey, Nuevo León, Mexico"
Avenida Ferrocarrilera,"Monterrey, Nuevo León, Mexico"
Alberto Garduño,"Monterrey, Nuevo León, Mexico"
Ingeniero Mariano Cabrera,"Monterrey, Nuevo León, Mexico"
Calle Juan G. Álvaro,"Monterrey, Nuevo León, Mexico"
Calle Ramiro E. Martínez,"Monterrey, Nuevo León, Mexico"
Calle Crescencio Neaves,"Monterrey, Nuevo León, Mexico"
Miguel C. Abasta,"Monterrey, Nuevo León, Mexico"
Abelardo Reyes,"Monterrey, Nuevo León, Mexico"
Servando Alzati,"Monterrey, Nuevo León, Mexico"
Carlos Campacos,"Monterrey, Nuevo León, Mexico"
Calle José López Collado,"Monterrey, Nuevo León, Mexico"
Joaquín A. Gallo,"Monterrey, Nuevo León, Mexico"
Ingeniero Manuel Couto,"Monterrey, Nuevo León, Mexico"
Calle Ingeniero Mariano Cabrera,"Monterrey, Nuevo León, Mexico"
Pablo Hernández,"Monterrey, Nuevo León, Mexico"
Antonio Trujillo,"Monterrey, Nuevo León, Mexico"
"['Pablo Hernández', 'Arnulfo Portales']","Monterrey, Nuevo León, Mexico"
J. Guadalupe Estrada,"Monterrey, Nuevo León, Mexico"
Alfredo Valdivia,"Monterrey, Nuevo León, Mexico"
Arnulfo Portales,"Monterrey, Nuevo León, Mexico"
Francisco González Cossío,"Monterrey, Nuevo León, Mexico"
E. O. Carranza Llano,"Monterrey, Nuevo León, Mexico"
Francisco Pérez,"Monterrey, Nuevo León, Mexico"
Calle Sánchez Islas,"Monterrey, Nuevo León, Mexico"
Ricardo Sosa Pavón,"Monterrey, Nuevo León, Mexico"
Juan Gutiérrez,"Monterrey, Nuevo León, Mexico"
Tierra y Libertad,"Monterrey, Nuevo León, Mexico"
Jacinto Canek,"Monterrey, Nuevo León, Mexico"
28 de Marzo,"Monterrey, Nuevo León, Mexico"
Rubén Jaramillo,"Monterrey, Nuevo León, Mexico"
Calle Benito Juárez,"Monterrey, Nuevo León, Mexico"
Calle Salinas,"Monterrey, Nuevo León, Mexico"
Nabor Camargo,"Monterrey, Nuevo León, Mexico"
Calle M. Rincón,"Monterrey, Nuevo León, Mexico"
Calle Antonio Gaona,"Monterrey, Nuevo León, Mexico"
"['Calle Ciriaco Vázquez', 'Calle Antonio Gaona', 'Calle G. Gelatti']","Monterrey, Nuevo León, Mexico"
Calle Jesús Frontera,"Monterrey, Nuevo León, Mexico"
Calle José Martínez Celis,"Monterrey, Nuevo León, Mexico"
Calle Irene Gómez Reyna,"Monterrey, Nuevo León, Mexico"
Calle 4a. Zona,"Monterrey, Nuevo León, Mexico"
Calle Reyes,"Monterrey, Nuevo León, Mexico"
Calle 3a. Zona,"Monterrey, Nuevo León, Mexico"
Leopoldo González Sáenz,"Monterrey, Nuevo León, Mexico"
Avenida Cristóbal Colón Oriente,"Monterrey, Nuevo León, Mexico"
"['Calle General Francisco Naranjo', 'José Mariano Abasolo']","Monterrey, Nuevo León, Mexico"
Doctor José Maria Coss,"Monterrey, Nuevo León, Mexico"
"['Calzada Prolongación Francisco I. Madero', 'Avenida Cristóbal Colón']","Monterrey, Nuevo León, Mexico"
Calle de los Tucanes,"Monterrey, Nuevo León, Mexico"
Camino De las Calandrias,"Monterrey, Nuevo León, Mexico"
Camino de los Canarios,"Monterrey, Nuevo León, Mexico"
Lamartine Milton,"Monterrey, Nuevo León, Mexico"
Calle de los Cóndores,"Monterrey, Nuevo León, Mexico"
Calle de los Colibríes,"Monterrey, Nuevo León, Mexico"
De las Calandrias,"Monterrey, Nuevo León, Mexico"
Privada De las Calandrias,"Monterrey, Nuevo León, Mexico"
Bocaccio,"Monterrey, Nuevo León, Mexico"
Lamartine,"Monterrey, Nuevo León, Mexico"
Miguel de Cervantes Saavedra,"Monterrey, Nuevo León, Mexico"
Privada Miguel de Cervantes Saavedra,"Monterrey, Nuevo León, Mexico"
Josen,"Monterrey, Nuevo León, Mexico"
Calle Octavio Paz,"Monterrey, Nuevo León, Mexico"
Flamingo,"Monterrey, Nuevo León, Mexico"
D. de Montemayor,"Monterrey, Nuevo León, Mexico"
Diego Díaz de Berlanga,"Monterrey, Nuevo León, Mexico"
Calle Juan Pérez,"Monterrey, Nuevo León, Mexico"
Calle Fortino Garza Campos,"Monterrey, Nuevo León, Mexico"
Calle Laguna de San Marcos,"Monterrey, Nuevo León, Mexico"
Calle Senadores,"Monterrey, Nuevo León, Mexico"
Privada Caridad,"Monterrey, Nuevo León, Mexico"
María Antonia Chavarría,"Monterrey, Nuevo León, Mexico"
Cristóbal Pérez,"Monterrey, Nuevo León, Mexico"
Calle Américo R. Salazar,"Monterrey, Nuevo León, Mexico"
Rito Ornelas,"Monterrey, Nuevo León, Mexico"
Ayuntamiento,"Monterrey, Nuevo León, Mexico"
Ingeniero Gerardo Torres Díaz,"Monterrey, Nuevo León, Mexico"
Ingeniero Sergio Sedas,"Monterrey, Nuevo León, Mexico"
Licenciado Julio Camelo,"Monterrey, Nuevo León, Mexico"
Secretaría,"Monterrey, Nuevo León, Mexico"
Regidor,"Monterrey, Nuevo León, Mexico"
Carrocero,"Monterrey, Nuevo León, Mexico"
17 de Diciembre,"Monterrey, Nuevo León, Mexico"
Fresador,"Monterrey, Nuevo León, Mexico"
Los Fresnos,"Monterrey, Nuevo León, Mexico"
Los Álamos,"Monterrey, Nuevo León, Mexico"
Naranjo,"Monterrey, Nuevo León, Mexico"
Calle Los Pinos,"Monterrey, Nuevo León, Mexico"
Soldador,"Monterrey, Nuevo León, Mexico"
Tornero,"Monterrey, Nuevo León, Mexico"
Managua,"Monterrey, Nuevo León, Mexico"
Vías Públicas,"Monterrey, Nuevo León, Mexico"
Gustavo Díaz Ordaz,"Monterrey, Nuevo León, Mexico"
Calle Primero De Enero,"Monterrey, Nuevo León, Mexico"
Calle Puerto San Pablo,"Monterrey, Nuevo León, Mexico"
Francisco Beltrán,"Monterrey, Nuevo León, Mexico"
Jesús García,"Monterrey, Nuevo León, Mexico"
Ley de Servicio Civil,"Monterrey, Nuevo León, Mexico"
Impresor,"Monterrey, Nuevo León, Mexico"
Privada Carroceros,"Monterrey, Nuevo León, Mexico"
7 de Junio,"Monterrey, Nuevo León, Mexico"
Norte,"Monterrey, Nuevo León, Mexico"
1ro. de Mayo,"Monterrey, Nuevo León, Mexico"
Genaro Vázquez,"Monterrey, Nuevo León, Mexico"
Jose Luis Romero,"Monterrey, Nuevo León, Mexico"
Cuauhtémoc,"Monterrey, Nuevo León, Mexico"
Del Piñón,"Monterrey, Nuevo León, Mexico"
Miguel Hidalgo,"Monterrey, Nuevo León, Mexico"
Privada Nuevo León,"Monterrey, Nuevo León, Mexico"
Privada Benito Juárez,"Monterrey, Nuevo León, Mexico"
Privada Consuelo,"Monterrey, Nuevo León, Mexico"
Privada Esperanza,"Monterrey, Nuevo León, Mexico"
Privada La Fe,"Monterrey, Nuevo León, Mexico"
Privada Tepeyac,"Monterrey, Nuevo León, Mexico"
Calle Dalia De Zifoon,"Monterrey, Nuevo León, Mexico"
J. Rubén Romero,"Monterrey, Nuevo León, Mexico"
Pablo Moncayo,"Monterrey, Nuevo León, Mexico"
Maurice Ravel,"Monterrey, Nuevo León, Mexico"
Juan Rulfo,"Monterrey, Nuevo León, Mexico"
Issac Albéniz,"Monterrey, Nuevo León, Mexico"
Mario Talavera,"Monterrey, Nuevo León, Mexico"
Calle Rossini,"Monterrey, Nuevo León, Mexico"
Calle Giuseppe Verdi,"Monterrey, Nuevo León, Mexico"
John F. Kennedy,"Monterrey, Nuevo León, Mexico"
Calle Chiltepec,"Monterrey, Nuevo León, Mexico"
Calle Campos Elíseos,"Monterrey, Nuevo León, Mexico"
"['Calle Plaza San Marcos', 'De Notredame']","Monterrey, Nuevo León, Mexico"
Calle Plan de Casa Mata,"Monterrey, Nuevo León, Mexico"
Camino al Mirador,"Monterrey, Nuevo León, Mexico"
Cornalina,"Monterrey, Nuevo León, Mexico"
Paseo de Las Azucenas,"Monterrey, Nuevo León, Mexico"
Calle Himalaya,"Monterrey, Nuevo León, Mexico"
Calle Rómulo Díaz de la Vega,"Monterrey, Nuevo León, Mexico"
Privada Luis Moreno,"Monterrey, Nuevo León, Mexico"
Calle José María Iglesias,"Monterrey, Nuevo León, Mexico"
"['Calle Mariano de la Garza', 'Calle José María Iglesias']","Monterrey, Nuevo León, Mexico"
Calle José Mariano Salas,"Monterrey, Nuevo León, Mexico"
Adolfo de la Huerta,"Monterrey, Nuevo León, Mexico"
Camino De Los Halcones,"Monterrey, Nuevo León, Mexico"
Camino de los Kiwis,"Monterrey, Nuevo León, Mexico"
Andador Federico García Lorer,"Monterrey, Nuevo León, Mexico"
Avestruces,"Monterrey, Nuevo León, Mexico"
Calle Paseo De Los Kiwis,"Monterrey, Nuevo León, Mexico"
Camino de las Gaviotas,"Monterrey, Nuevo León, Mexico"
Calle Federico García Lorer,"Monterrey, Nuevo León, Mexico"
Paseo de los Leones,"Monterrey, Nuevo León, Mexico"
Calle Diego Velázquez,"Monterrey, Nuevo León, Mexico"
Paseo de la Esperanza,"Monterrey, Nuevo León, Mexico"
Calle Cempasúchil,"Monterrey, Nuevo León, Mexico"
Hacienda de la Soledad,"Monterrey, Nuevo León, Mexico"
Hacienda de San Jacinto,"Monterrey, Nuevo León, Mexico"
Pedregal de la Cordillera,"Monterrey, Nuevo León, Mexico"
Hacienda del Cerreño,"Monterrey, Nuevo León, Mexico"
Hacienda del Toro,"Monterrey, Nuevo León, Mexico"
Pedregal del Cañon,"Monterrey, Nuevo León, Mexico"
Hacienda del Rebozo,"Monterrey, Nuevo León, Mexico"
Calle Hacienda Del Rebozo,"Monterrey, Nuevo León, Mexico"
Hacienda del Chocolate,"Monterrey, Nuevo León, Mexico"
Vereda de Las Privanzas,"Monterrey, Nuevo León, Mexico"
Prolongación Reforma,"Monterrey, Nuevo León, Mexico"
Privada Prolongación Reforma,"Monterrey, Nuevo León, Mexico"
Privada Mártires de Chicago,"Monterrey, Nuevo León, Mexico"
Avenida 13 de Septiembre,"Monterrey, Nuevo León, Mexico"
Prolongación Cananea,"Monterrey, Nuevo León, Mexico"
Calle José Silvestre Aramberri,"Monterrey, Nuevo León, Mexico"
Timoteo Rosales,"Monterrey, Nuevo León, Mexico"
Terán,"Monterrey, Nuevo León, Mexico"
