calle,colonia,geometry,municipio
Bahía Algeciras,JARDINES DE MIRASIERRA,"POLYGON Z ((-100.39221999985295 25.655660000308956 0, -100.39211999973804 25.65585999963946 0, -100.39201999962313 25.65607000033043 0, -100.39174999976251 25.65663999963641 0, -100.39098999978853 25.656249999637964 0, -100.39090999969659 25.65618000000717 0, -100.39073000038906 25.655959999754373 0, -100.39088999967362 25.655700000354898 0, -100.39102000027265 25.65546000007913 0, -100.39114000041053 25.655270000310452 0, -100.39133000017921 25.654949999942687 0, -100.39137999978703 25.654849999827775 0, -100.39166999967063 25.654450000267445 0, -100.39197999957719 25.65394000013106 0, -100.39217000024519 25.653650000247467 0, -100.39221999985295 25.65353999967141 0, -100.39223999987593 25.65342999999467 0, -100.39225000033707 25.653089999603935 0, -100.3922300003141 25.6527999997204 0, -100.39223999987593 25.65219999993019 0, -100.39227999992193 25.651959999654423 0, -100.39233000042901 25.651689999793803 0, -100.39240999962163 25.65125000018753 0, -100.39398999963862 25.651809999931743 0, -100.39361999966309 25.652649999997664 0, -100.39322000010276 25.653470000040613 0, -100.39287000015025 25.654239999576475 0, -100.3927599995742 25.654490000313444 0, -100.39260999985146 25.654820000242978 0, -100.39250999973655 25.655039999596454 0, -100.39242000008278 25.655219999803307 0, -100.39221999985295 25.655660000308956 0))",
Bahía del Geógrafo,PALO BLANCO,"POLYGON Z ((-100.39886999985049 25.659119999788345 0, -100.39923000026414 25.658310000206484 0, -100.39837999973707 25.65802000032295 0, -100.39798999973857 25.658809999881726 0, -100.39708999960362 25.658479999952192 0, -100.39623000041405 25.6581900000686 0, -100.39533999984099 25.657889999723864 0, -100.3944399997061 25.657590000278446 0, -100.39357000005532 25.65728999993371 0, -100.3926600003586 25.656980000027147 0, -100.39231999996787 25.657760000024155 0, -100.39211999973804 25.658159999584484 0, -100.39197000001536 25.65841999988328 0, -100.39112000038756 25.657969999815805 0, -100.39141000027115 25.657459999679418 0, -100.391550000432 25.657109999726856 0, -100.39174999976251 25.65663999963641 0, -100.39201999962313 25.65607000033043 0, -100.39211999973804 25.65585999963946 0, -100.39221999985295 25.655660000308956 0, -100.39242000008278 25.655219999803307 0, -100.39250999973655 25.655039999596454 0, -100.39260999985146 25.654820000242978 0, -100.3927599995742 25.654490000313444 0, -100.39287000015025 25.654239999576475 0, -100.39322000010276 25.653470000040613 0, -100.39361999966309 25.652649999997664 0, -100.39398999963862 25.651809999931743 0, -100.39488999977351 25.65213000029945 0, -100.39545000041704 25.6523400000911 0, -100.39568000023166 25.652420000183042 0, -100.39572999983949 25.652440000206013 0, -100.39593999963114 25.65250999983681 0, -100.39664999999735 25.652750000112576 0, -100.39757000015521 25.653069999580964 0, -100.39771000031612 25.65312000008811 0, -100.39839999976004 25.6533699999257 0, -100.39804000024566 25.654160000383854 0, -100.39890999989643 25.654470000290473 0, -100.39981999959315 25.654780000197036 0, -100.40018999956868 25.653980000177057 0, -100.40032999972954 25.65406000026894 0, -100.40108999970357 25.654319999668417 0, -100.40192000020767 25.654590000428357 0, -100.40282999990444 25.65492000035789 0, -100.40371000001636 25.65519000021851 0, -100.4033600000638 25.656019999823286 0, -100.40319000031809 25.656440000305906 0, -100.40303000013427 25.656859999889264 0, -100.40266999972056 25.65763999988627 0, -100.40227999972205 25.658470000390366 0, -100.4019000001847 25.6592599999492 0, -100.40155000023219 25.66003000038438 0, -100.40065999965913 25.6597199995785 0, -100.39976999998538 25.659420000133082 0, -100.39886999985049 25.659119999788345 0))",
Bahía de Panamá,LOS SAUCES,"POLYGON Z ((-100.41157999961712 25.657809999631922 0, -100.41153999957118 25.65792000020798 0, -100.41122999966461 25.65872999978984 0, -100.41103000033411 25.659119999788345 0, -100.41079999962011 25.659500000225023 0, -100.4106400003356 25.659910000246498 0, -100.41048999971355 25.660309999806827 0, -100.41033999999087 25.66069999980533 0, -100.41019000026813 25.661109999826806 0, -100.41005000010728 25.66147999980234 0, -100.40990000038454 25.661869999800842 0, -100.40974000020071 25.662070000030667 0, -100.4096699996706 25.66244999956797 0, -100.40919999958015 25.663589999978683 0, -100.40910999992639 25.663560000393886 0, -100.40877999999685 25.66344999981783 0, -100.40820000022967 25.66324000002612 0, -100.40734999970255 25.662939999681385 0, -100.40769000009328 25.662139999661406 0, -100.40802999958464 25.66127000001063 0, -100.40832999992938 25.660469999990653 0, -100.40851000013623 25.66003000038438 0, -100.40865000029714 25.659649999947703 0, -100.40878999955868 25.659250000387374 0, -100.40894000018073 25.658849999927725 0, -100.4092799996721 25.65806000036889 0, -100.40914999997239 25.65802000032295 0, -100.40841999958315 25.657760000024155 0, -100.40871999992788 25.656939999981205 0, -100.40878999955868 25.656790000258468 0, -100.41011000017619 25.657260000348913 0, -100.41140999987147 25.65774999956301 0, -100.41157999961712 25.657809999631922 0))",
Bahía de Guantánamo,LOS SAUCES 2DO SECTOR,"POLYGON Z ((-100.41095999980399 25.661399999710397 0, -100.41019000026813 25.661109999826806 0, -100.41033999999087 25.66069999980533 0, -100.41048999971355 25.660309999806827 0, -100.4106400003356 25.659910000246498 0, -100.41079999962011 25.659500000225023 0, -100.41103000033411 25.659119999788345 0, -100.41122999966461 25.65872999978984 0, -100.41153999957118 25.65792000020798 0, -100.41157999961712 25.657809999631922 0, -100.4119600000538 25.657989999838776 0, -100.41228000042156 25.658080000391863 0, -100.41317999965713 25.65837999983728 0, -100.41302000037257 25.658809999881726 0, -100.41282000014274 25.65927999997217 0, -100.4127400000508 25.659500000225023 0, -100.41265999995886 25.65968000043182 0, -100.41249000021321 25.66007999999215 0, -100.41231999956818 25.660499999575507 0, -100.41216999984545 25.66090999959698 0, -100.41185999993888 25.66170999961696 0, -100.41095999980399 25.661399999710397 0))",
Bahía de Grande,VALLE DE LA PAZ,"POLYGON Z ((-100.41165999970906 25.654559999944183 0, -100.41146000037855 25.654450000267445 0, -100.40980999983145 25.653779999947233 0, -100.40843999960617 25.653989999738883 0, -100.40831500013701 25.652753000250925 0, -100.40840699988297 25.652309999606985 0, -100.40863799974375 25.65189500025423 0, -100.40902200036487 25.651231000210657 0, -100.41012700006087 25.65010899973072 0, -100.41142699975609 25.648758000381576 0, -100.41249400039766 25.649879999962195 0, -100.41381400011585 25.65147199963326 0, -100.41479600043493 25.653201000226147 0, -100.41479600043493 25.65477900015088 0, -100.41448300039002 25.6554759999176 0, -100.41440400034418 25.6554460003328 0, -100.41426500022942 25.655439000010006 0, -100.41411999983796 25.65546000007913 0, -100.41394299976946 25.6554460003328 0, -100.4136669996322 25.65532200001047 0, -100.41317500032585 25.655072000172822 0, -100.41279900007362 25.654981999619736 0, -100.41245300030556 25.654885999689327 0, -100.41209199984576 25.65479600003556 0, -100.41183100040018 25.654615999828707 0, -100.41165999970906 25.654559999944183 0))",
Lateral Avenida Revolución,RINCON DE SAN FRANCISCO,"POLYGON Z ((-100.4103499995527 25.663979999977187 0, -100.4098600003386 25.663819999793304 0, -100.40919999958015 25.663589999978683 0, -100.4096699996706 25.66244999956797 0, -100.40974000020071 25.662070000030667 0, -100.40990000038454 25.661869999800842 0, -100.41005000010728 25.66147999980234 0, -100.41019000026813 25.661109999826806 0, -100.41095999980399 25.661399999710397 0, -100.41185999993888 25.66170999961696 0, -100.41136000026364 25.662999999750355 0, -100.41091999975805 25.664169999745866 0, -100.4103499995527 25.663979999977187 0))",
Privada Bahía Algeciras,VALLE DE VASCONCELOS,"POLYGON Z ((-100.42000999986146 25.665680000132056 0, -100.41922999986446 25.66580000026994 0, -100.4190200000728 25.665100000364873 0, -100.41688000031161 25.66418000020701 0, -100.41588999962363 25.66539999981029 0, -100.41553000010924 25.665310000156524 0, -100.41510999962662 25.66521000004161 0, -100.41452000029761 25.665069999880757 0, -100.41471999962812 25.664340000390894 0, -100.41479999972006 25.66410000011507 0, -100.41493999988091 25.663670000070624 0, -100.41506999958068 25.663229999564976 0, -100.41520000017971 25.662769999935733 0, -100.41534999990245 25.66233999989123 0, -100.4155199996481 25.66184000021599 0, -100.41565000024718 25.66143999975634 0, -100.41577000038507 25.661009999711894 0, -100.41590000008478 25.66059999969042 0, -100.41595900010759 25.660365999691294 0, -100.41425999999888 25.658999999650405 0, -100.41317999965713 25.65837999983728 0, -100.41448300039002 25.6554759999176 0, -100.41479600043493 25.65477900015088 0, -100.41918000025663 25.656400000259964 0, -100.42296999966561 25.657069999680914 0, -100.42290000003482 25.658199999630426 0, -100.42271000026614 25.658900000434812 0, -100.42263999973608 25.65917999985726 0, -100.42191000024616 25.6598700002005 0, -100.42185000017724 25.66090999959698 0, -100.42125000038703 25.663859999839303 0, -100.4209900000883 25.66432999992969 0, -100.42051000043602 25.664590000228486 0, -100.42015999958414 25.664730000389397 0, -100.4200899999534 25.66500000024996 0, -100.42012999999935 25.6655399999712 0, -100.42000999986146 25.665680000132056 0))",
Bahía de Las Islas,ZONA LOS SAUCES,"POLYGON Z ((-100.41343000039404 25.660779999897215 0, -100.41321999970307 25.661279999572514 0, -100.41309000000336 25.661639999986164 0, -100.41292999981948 25.662059999569465 0, -100.41300999991142 25.66219000016855 0, -100.41313999961113 25.66256999970591 0, -100.41323999972604 25.662979999727384 0, -100.41325000018719 25.663159999934237 0, -100.4131700000953 25.66410000011507 0, -100.4126100003511 25.664659999859282 0, -100.41249999977504 25.664909999696874 0, -100.41259999988995 25.66558999957897 0, -100.41247000019018 25.665499999925203 0, -100.41231999956818 25.66545999987926 0, -100.41183999991591 25.66543999985629 0, -100.41185999993888 25.665299999695378 0, -100.41218999986847 25.66455999974437 0, -100.41091999975805 25.664169999745866 0, -100.41136000026364 25.662999999750355 0, -100.41185999993888 25.66170999961696 0, -100.41216999984545 25.66090999959698 0, -100.41231999956818 25.660499999575507 0, -100.41249000021321 25.66007999999215 0, -100.41265999995886 25.65968000043182 0, -100.4127400000508 25.659500000225023 0, -100.41339999990993 25.6597199995785 0, -100.41380000036958 25.65981999969341 0, -100.41376999988546 25.659939999831295 0, -100.41360999970158 25.660340000290944 0, -100.41343000039404 25.660779999897215 0))",
Bahía de La Palma,JESUS M GARZA,"POLYGON Z ((-100.41922999986446 25.66580000026994 0, -100.41805000030712 25.665900000384852 0, -100.41637000017522 25.665829999854793 0, -100.41504999955771 25.665789999808794 0, -100.4146599995592 25.665809999831765 0, -100.41452000029761 25.665069999880757 0, -100.41510999962662 25.66521000004161 0, -100.41553000010924 25.665310000156524 0, -100.41588999962363 25.66539999981029 0, -100.41688000031161 25.66418000020701 0, -100.4190200000728 25.665100000364873 0, -100.41922999986446 25.66580000026994 0))",
Bahía de Coronado,LAZARO GARZA AYALA,"POLYGON Z ((-100.41471999962812 25.664340000390894 0, -100.41452000029761 25.665069999880757 0, -100.41382999995437 25.664929999719902 0, -100.4126100003511 25.664659999859282 0, -100.4131700000953 25.66410000011507 0, -100.41325000018719 25.663159999934237 0, -100.41323999972604 25.662979999727384 0, -100.41313999961113 25.66256999970591 0, -100.41300999991142 25.66219000016855 0, -100.41292999981948 25.662059999569465 0, -100.41309000000336 25.661639999986164 0, -100.41321999970307 25.661279999572514 0, -100.41343000039404 25.660779999897215 0, -100.41360999970158 25.660340000290944 0, -100.41376999988546 25.659939999831295 0, -100.41380000036958 25.65981999969341 0, -100.41339999990993 25.6597199995785 0, -100.4127400000508 25.659500000225023 0, -100.41282000014274 25.65927999997217 0, -100.41302000037257 25.658809999881726 0, -100.41317999965713 25.65837999983728 0, -100.41425999999888 25.658999999650405 0, -100.41595900010759 25.660365999691294 0, -100.41590000008478 25.66059999969042 0, -100.41577000038507 25.661009999711894 0, -100.41565000024718 25.66143999975634 0, -100.4155199996481 25.66184000021599 0, -100.41534999990245 25.66233999989123 0, -100.41520000017971 25.662769999935733 0, -100.41506999958068 25.663229999564976 0, -100.41493999988091 25.663670000070624 0, -100.41479999972006 25.66410000011507 0, -100.41471999962812 25.664340000390894 0))",
Calle Bahía del Bristol,LINDAVISTA,"POLYGON Z ((-100.4146599995592 25.665809999831765 0, -100.41434000009076 25.665849999877764 0, -100.41267999998189 25.666099999715357 0, -100.41263999993589 25.66592000040788 0, -100.4126100003511 25.665709999716853 0, -100.41259999988995 25.66558999957897 0, -100.41249999977504 25.664909999696874 0, -100.4126100003511 25.664659999859282 0, -100.41382999995437 25.664929999719902 0, -100.41452000029761 25.665069999880757 0, -100.4146599995592 25.665809999831765 0))",
"['Calle Bahía del Bristol', 'Bahía de Las Islas']",LOS PINOS 2DO SECT,"POLYGON Z ((-100.39769000029315 25.67210999987674 0, -100.3975399996711 25.67210999987674 0, -100.39742000043253 25.672100000314913 0, -100.39724000022568 25.67206000026897 0, -100.3970800000418 25.672040000246 0, -100.39687999981197 25.672029999784854 0, -100.39667999958215 25.672049999807825 0, -100.39650000027467 25.672080000291942 0, -100.39628000002182 25.672089999853767 0, -100.39609999981496 25.672100000314913 0, -100.39593999963114 25.67206000026897 0, -100.39574000030063 25.672049999807825 0, -100.39554000007081 25.672040000246 0, -100.39548000000184 25.67202000022297 0, -100.39541000037104 25.671880000062117 0, -100.39537999988693 25.671619999763323 0, -100.39539000034807 25.67145000001767 0, -100.3953999999099 25.67130999985676 0, -100.3954399999559 25.67114000011111 0, -100.39617000034508 25.67112000008808 0, -100.39654000032061 25.671109999626935 0, -100.39662999997438 25.671109999626935 0, -100.39675999967409 25.67110000006511 0, -100.39677999969706 25.671209999741848 0, -100.39730000029465 25.67118000015705 0, -100.39761000020121 25.67116000013408 0, -100.39779000040807 25.671169999695906 0, -100.39769000029315 25.67210999987674 0))",
Calle Bahía Dorada,NEMECIO GARCIA NARANJO,"POLYGON Z ((-100.39934300007923 25.671935999946584 0, -100.39769000029315 25.67210999987674 0, -100.39779000040807 25.671169999695906 0, -100.39761000020121 25.67116000013408 0, -100.39730000029465 25.67118000015705 0, -100.39677999969706 25.671209999741848 0, -100.39675999967409 25.67110000006511 0, -100.39662999997438 25.671109999626935 0, -100.39654000032061 25.671109999626935 0, -100.39617000034508 25.67112000008808 0, -100.3954399999559 25.67114000011111 0, -100.3952199997031 25.67110000006511 0, -100.3950099999114 25.67101999997317 0, -100.39472999958969 25.670899999835285 0, -100.39484000016574 25.670710000066606 0, -100.39500000034957 25.670520000297927 0, -100.39521000014122 25.670320000068102 0, -100.39572999983949 25.66978000034692 0, -100.39617000034508 25.6693199998183 0, -100.39662000041255 25.668880000212027 0, -100.39703999999585 25.66849999977535 0, -100.3971200000878 25.668399999660437 0, -100.39718000015671 25.66826999996067 0, -100.39759000017824 25.668379999637466 0, -100.39796000015372 25.66849999977535 0, -100.39823000001434 25.668610000351407 0, -100.39849000031313 25.668740000051116 0, -100.39876999973558 25.66892000025797 0, -100.39901999957317 25.669029999934708 0, -100.39925000028711 25.669099999565503 0, -100.39950999968659 25.66915000007259 0, -100.39978000044653 25.669230000164532 0, -100.40204999990743 25.670159999884277 0, -100.40210000041452 25.67021999995319 0, -100.40221999965308 25.670320000068102 0, -100.40210999997635 25.670480000251985 0, -100.40219000006829 25.670580000366897 0, -100.40231999976805 25.670859999789343 0, -100.40231999976805 25.671030000434314 0, -100.40238800020592 25.67136699978738 0, -100.39934300007923 25.671935999946584 0))",
Bahía de Biafra,TORRE SIERRA VALLE,"POLYGON Z ((-100.3946300003741 25.673810000031665 0, -100.39482000014272 25.67381999959349 0, -100.39500000034957 25.673850000077607 0, -100.3951500000723 25.67389000012355 0, -100.39535000030213 25.67397000021549 0, -100.39558999967858 25.674070000330403 0, -100.39593000006931 25.67422000005314 0, -100.39628000002182 25.674380000236965 0, -100.39660000038958 25.674520000397877 0, -100.39691999985797 25.674650000097586 0, -100.39740999997139 25.674810000281468 0, -100.39775999992389 25.674939999981177 0, -100.39798999973857 25.675000000050147 0, -100.39825999959913 25.67504000009609 0, -100.39853000035907 25.675069999680886 0, -100.39891500012703 25.676141999653737 0, -100.39835999971405 25.67608000039189 0, -100.39837999973707 25.676279999722396 0, -100.39808000029166 25.676120000437834 0, -100.39773999990092 25.675969999815777 0, -100.39734999990242 25.675829999654923 0, -100.39669999960518 25.675619999863272 0, -100.39613999986096 25.675450000117564 0, -100.39578000034658 25.675340000440826 0, -100.3952199997031 25.675260000348885 0, -100.39461000035107 25.675200000279972 0, -100.39377999984697 25.67512000018803 0, -100.39330999975653 25.675089999703914 0, -100.39291999975802 25.67510000016506 0, -100.3926600003586 25.67512000018803 0, -100.39256000024369 25.675129999749856 0, -100.39213000019919 25.675220000302943 0, -100.39170000015474 25.675300000394884 0, -100.39131999971806 25.675350000002652 0, -100.39102000027265 25.67688000041187 0, -100.3909800002267 25.67717000029546 0, -100.39077999999688 25.677609999901733 0, -100.39020999979152 25.67810000001515 0, -100.3899399999309 25.67814000006109 0, -100.38778200023899 25.6774869996255 0, -100.3878699998005 25.676009999861776 0, -100.38784999977753 25.675619999863272 0, -100.38823000021421 25.675200000279972 0, -100.38782999975456 25.675149999772827 0, -100.3874100001712 25.67506000011906 0, -100.38694999964264 25.674950000442323 0, -100.38616999964563 25.674739999751353 0, -100.38503999969606 25.67442999984479 0, -100.38474999981247 25.674360000213994 0, -100.38454000002082 25.674340000191023 0, -100.38431999976802 25.674320000168052 0, -100.38402999988443 25.674309999706907 0, -100.38351999974805 25.674309999706907 0, -100.38341000007131 25.673850000077607 0, -100.38310999972657 25.672720000128095 0, -100.38283000030412 25.671699999855264 0, -100.38273999975104 25.671300000294934 0, -100.38271999972807 25.67124000022602 0, -100.38314999977251 25.671269999810818 0, -100.38334000044051 25.67128999983379 0, -100.38386000013872 25.671360000363904 0, -100.38410999997637 25.671420000432818 0, -100.3847699998355 25.671630000224468 0, -100.38503000013424 25.671739999901263 0, -100.38529000043303 25.671889999623943 0, -100.38651000003631 25.672760000174037 0, -100.3867999999199 25.672929999919745 0, -100.38716000033361 25.673119999688424 0, -100.38749000026314 25.67327999987225 0, -100.3878699998005 25.673440000056132 0, -100.38823000021421 25.673580000216987 0, -100.3885200000978 25.673669999870754 0, -100.38883000000436 25.673769999985666 0, -100.38911999988795 25.673850000077607 0, -100.38948999986343 25.67393000016955 0, -100.38985000027714 25.67399000023846 0, -100.3902000002297 25.674039999846286 0, -100.39051999969809 25.674070000330403 0, -100.39084999962762 25.674090000353374 0, -100.39184999987742 25.67407999989223 0, -100.39262999987443 25.67401000026149 0, -100.39394000003085 25.673859999639433 0, -100.3946300003741 25.673810000031665 0))",
